project_id,state,district,constituency,MP_name,project_name,project_category,sanctioned_amount,released_amount,expenditure,project_status,sanction_date,start_date,completion_date,implementing_agency,contractor,latitude,longitude,beneficiary_count,_demo_injected_issue
MPLAD-2026-00493,Andhra Pradesh,Visakhapatnam,Visakhapatnam Constituency 5,Suresh Reddy,Public Infrastructure Improvement,Public Facilities,1022000.0,995217.27,694119.65,Completed,2023-06-24,2023-08-23,2024-03-13,District Rural Development Agency,Prime Development Works,16.498379,80.078736,13958.0,NORMAL
MPLAD-2026-00380,Rajasthan,Jodhpur,Jodhpur Constituency 7,Suresh Reddy,Construction of Minor Irrigation Facility,Irrigation,4391000.0,4118253.26,3305446.35,Completed,2022-10-07,2022-10-26,2023-03-04,Zilla Parishad,Prime Development Works,26.526139,76.102439,6188.0,NORMAL
MPLAD-2026-00188,West Bengal,Darjeeling,Darjeeling Constituency 1,Rohit Mehta,Rural Drinking Water Facility,Drinking Water,3357000.0,3102949.77,2715245.88,Completed,2025-06-18,2025-09-09,2026-02-17,Zilla Parishad,Krishna Builders,23.541532,88.018594,8205.0,NORMAL
MPLAD-2026-00764,Karnataka,Dharwad,Dharwad Constituency 2,Rajesh Sharma,Construction of Community Health Facility,Healthcare,2925000.0,2282408.49,2029608.47,Completed,2025-06-23,2025-07-14,2026-02-14,State Water Resources Department,Saksham Projects,13.819664,78.28906,5292.0,NORMAL
MPLAD-2026-00217,Odisha,Cuttack,Cuttack Constituency 3,Rajesh Sharma,Renovation of Health Sub Centre,Healthcare,1699000.0,1620967.12,1472858.93,Completed,2021-04-25,2021-06-07,2021-12-31,District Administration,Metro Civil Contractors,20.174867,86.147394,5913.0,NORMAL
MPLAD-2026-00792,Maharashtra,Nashik,Nashik Constituency 3,Amit Kumar,Community Infrastructure Development,Community Infrastructure,19040611.94,15390378.55,13552284.7,Completed,2024-02-26,2024-05-13,2024-11-28,Zilla Parishad,Greenfield Contractors,18.61888,72.905456,5372.0,EXTREME_COST
MPLAD-2026-00053,Gujarat,Surat,Surat Constituency 3,Naveen Singh,Village Sanitation Infrastructure,Sanitation,821000.0,649805.65,392356.49,Completed,2025-03-14,2025-06-09,2025-10-20,Rural Development Department,Unity Infrastructure,17.383462,78.48482,-490.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00879,West Bengal,Murshidabad,Murshidabad Constituency 5,Suresh Reddy,Construction of Public Utility Building,Community Infrastructure,4806000.0,4407620.99,2195873.01,Completed,2023-10-07,2024-01-03,2024-04-22,Municipal Corporation,Saksham Projects,22.510748,88.792694,13296.0,NORMAL
MPLAD-2026-00338,Gujarat,Rajkot,Rajkot Constituency 3,Kavita Joshi,Waste Management Facility,Sanitation,2344000.0,1946706.1,969709.11,Completed,2024-09-11,2024-10-04,2024-12-14,Municipal Corporation,National Projects Ltd,22.38912,72.221382,14411.0,NORMAL
MPLAD-2026-00749,Gujarat,Ahmedabad,Ahmedabad Constituency 1,Rohit Mehta,Construction of Primary Health Centre,Healthcare,845000.0,660518.73,356876.12,Completed,2021-03-31,2021-05-25,2021-10-21,Zilla Parishad,Dakshin Projects,23.950177,73.115165,4890.0,NORMAL
MPLAD-2026-00720,Uttar Pradesh,Varanasi,Varanasi Constituency 2,Anil Verma,Construction of Sports Ground,Sports Infrastructure,1166000.0,994107.97,556827.51,Completed,2021-10-18,2021-12-17,2022-06-22,District Administration,Vardhan Construction,27.067639,81.276895,5988.0,NORMAL
MPLAD-2026-00725,Gujarat,Surat,Surat Constituency 2,Ramesh Naidu,Village Sanitation Infrastructure,Sanitation,4982000.0,3981523.99,2956729.16,Completed,2021-06-15,2021-08-06,2021-11-30,Urban Local Body,Dakshin Projects,23.579727,72.580972,4175.0,NORMAL
MPLAD-2026-00296,Odisha,Ganjam,Ganjam Constituency 8,Suresh Reddy,Construction of Community Health Facility,Healthcare,3204000.0,3039487.47,2614647.94,Completed,2022-01-08,2022-03-29,2022-08-03,Urban Local Body,Greenfield Contractors,20.328305,85.609554,7529.0,NORMAL
MPLAD-2026-00702,Odisha,Khordha,Khordha Constituency 7,Manoj Yadav,Solar Lighting Installation,Electricity,4160000.0,3326076.43,1579320.44,Delayed,2023-10-09,2023-12-26,2024-03-06,District Rural Development Agency,Krishna Builders,20.829667,86.148029,2133.0,NORMAL
MPLAD-2026-00252,Andhra Pradesh,Guntur,Guntur Constituency 1,Amit Kumar,Rural Drinking Water Facility,Drinking Water,2499000.0,1951466.02,1124764.8,Completed,2024-12-08,2025-01-11,2025-05-03,State Public Works Department,Unity Infrastructure,15.870645,80.853336,5033.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00727,Karnataka,Dharwad,Dharwad Constituency 4,Anil Verma,Construction of Community Toilet,Sanitation,1838000.0,1804511.02,1228109.04,Completed,2022-01-11,2022-03-15,2022-09-02,State Water Resources Department,Saksham Projects,13.079939,78.765357,11472.0,NORMAL
MPLAD-2026-00462,Gujarat,Vadodara,Vadodara Constituency 3,Sunita Das,Construction of Public Facility,Public Facilities,1050000.0,915952.11,517889.3,Completed,2021-10-03,2021-10-21,2022-01-14,District Rural Development Agency,Eastern Infrastructure,23.082336,72.256346,8261.0,NORMAL
MPLAD-2026-00456,Odisha,Khordha,Khordha Constituency 2,Rohit Mehta,Construction of Minor Irrigation Facility,Irrigation,2880000.0,2675384.38,2493811.12,Delayed,2021-12-18,2022-03-11,2022-05-11,Zilla Parishad,Bharat Construction Co,20.1576,85.923118,8360.0,NORMAL
MPLAD-2026-DUP-0004,Telangana,Nalgonda,Nalgonda Constituency 3,Deepak Gupta,Construction of Approach Road - Phase II,Roads,4994760.02,4165625.41,3565338.35,Delayed,2023-04-22,2023-06-21,2024-02-06,State Public Works Department,Unity Infrastructure,17.906368,78.117393,-402.0,SIMILAR_DUPLICATE
MPLAD-2026-00816,Uttar Pradesh,Varanasi,Varanasi Constituency 7,Anil Verma,Improvement of Village Road,Roads,3934000.0,3836501.24,2698903.35,Delayed,2023-05-13,2023-07-21,2023-11-26,State Public Works Department,Krishna Builders,27.06483,80.56534,2787.0,NORMAL
MPLAD-2026-00863,Telangana,Nalgonda,Nalgonda Constituency 7,Rohit Mehta,School Building Improvement,Education,3154000.0,2818168.48,2059850.61,Completed,2023-06-17,2023-08-02,2023-12-23,Rural Development Department,Metro Civil Contractors,16.964053,78.975392,9220.0,NORMAL
MPLAD-2026-00270,Gujarat,Vadodara,Vadodara Constituency 7,Sunita Das,Construction of Approach Road,Roads,979000.0,827468.01,394315.4,Completed,2021-04-26,2021-06-05,2021-10-11,Rural Development Department,National Projects Ltd,23.475332,72.311799,11296.0,NORMAL
MPLAD-2026-00202,Odisha,Cuttack,Cuttack Constituency 6,Suresh Reddy,Construction of Community Toilet,Sanitation,4524000.0,,2109573.96,Completed,2025-02-26,2025-05-17,2025-07-16,State Public Works Department,Eastern Infrastructure,20.29846,85.845641,4106.0,DATA_QUALITY
MPLAD-2026-00162,Tamil Nadu,Salem,Salem Constituency 5,Amit Kumar,Pipeline Extension for Drinking Water,Drinking Water,15175595.28,13433740.8,10920821.73,Completed,2022-10-07,2022-10-24,2023-02-14,District Administration,Metro Civil Contractors,12.714501,81.212274,1360.0,EXTREME_COST
MPLAD-2026-00556,Maharashtra,Aurangabad,Aurangabad Constituency 4,Manoj Yadav,Village Irrigation Infrastructure,Irrigation,698000.0,528680.13,290199.13,Completed,2021-12-23,2022-02-04,INVALID_DATE,Zilla Parishad,Unity Infrastructure,18.990193,72.975545,3025.0,INVALID_DATE
MPLAD-2026-00730,Andhra Pradesh,Guntur,Guntur Constituency 1,Anil Verma,Pipeline Extension for Drinking Water,Drinking Water,3175000.0,3033664.98,2222832.16,Completed,2024-11-15,2025-01-11,2025-03-27,State Public Works Department,Unity Infrastructure,17.080389,80.902932,11594.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00402,Karnataka,Belagavi,Belagavi Constituency 4,Arun Rao,Construction of Additional Classrooms,Education,2043000.0,1575358.05,823179.92,Completed,2021-11-12,2022-01-29,2022-07-13,State Water Resources Department,Apex Civil Works,13.014854,77.386576,11994.0,NORMAL
MPLAD-2026-00703,West Bengal,Howrah,Howrah Constituency 6,Kavita Joshi,Electricity Infrastructure Improvement,Electricity,3094000.0,2540976.05,1961209.94,Delayed,2024-03-25,2024-04-09,2025-09-03,District Administration,Eastern Infrastructure,23.020821,88.023342,706.0,MAJOR_DELAY
MPLAD-2026-00477,Karnataka,Mysuru,Mysuru Constituency 2,Kavita Joshi,Construction of Sports Ground,Sports Infrastructure,2849000.0,2727192.13,2522208.87,Delayed,2023-12-12,2024-01-28,2024-08-02,District Rural Development Agency,Unity Infrastructure,12.408407,78.244294,12767.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00822,Andhra Pradesh,Krishna,Krishna Constituency 5,Meena Patel,Pipeline Extension for Drinking Water,Drinking Water,2228000.0,1771190.73,930537.18,Completed,2022-09-30,2022-12-03,2023-07-23,Rural Development Department,Shree Infrastructure Pvt Ltd,16.464161,80.803567,7009.0,NORMAL
MPLAD-2026-00772,Telangana,Warangal,Warangal Constituency 5,Arun Rao,Construction of Community Hall,Community Infrastructure,3039000.0,2960974.91,2190867.1,Completed,2023-05-24,2023-07-14,2023-12-03,Municipal Corporation,Metro Civil Contractors,18.132567,78.281007,2446.0,NORMAL
MPLAD-2026-00106,Uttar Pradesh,Lucknow,Lucknow Constituency 1,Meena Patel,Construction of Public Facility,Public Facilities,3361000.0,3345068.37,1929519.5,Completed,2021-02-03,2021-04-04,2021-06-20,District Rural Development Agency,Reliable Infra Solutions,27.103601,81.457205,12740.0,NORMAL
MPLAD-2026-00566,Gujarat,Surat,Surat Constituency 7,Priya Singh,Renovation of Health Sub Centre,Healthcare,2635000.0,2316049.95,1952400.75,Completed,2025-04-01,2025-06-14,2025-12-09,Urban Local Body,Bharat Construction Co,23.167111,72.761264,13957.0,NORMAL
MPLAD-2026-00390,Maharashtra,Aurangabad,Aurangabad Constituency 7,Kavita Joshi,Electricity Infrastructure Improvement,Electricity,3294000.0,2921736.02,2737508.48,Completed,2023-02-26,2023-03-21,2023-08-15,District Administration,Reliable Infra Solutions,19.042505,73.157002,12950.0,NORMAL
MPLAD-2026-00002,Gujarat,Ahmedabad,Ahmedabad Constituency 4,Ramesh Naidu,Sports Infrastructure Improvement,Sports Infrastructure,1492000.0,1338796.1,1144289.41,Completed,2021-01-14,2021-02-18,2021-10-14,Municipal Corporation,Sunrise Engineering,23.31396,73.256763,3627.0,NORMAL
MPLAD-2026-00938,Odisha,Puri,Puri Constituency 8,Arun Rao,Village Community Centre,Community Infrastructure,1804000.0,1398776.27,1022426.81,Completed,2021-11-08,2021-12-13,2022-05-28,District Administration,Dakshin Projects,20.885739,86.452558,2693.0,NORMAL
MPLAD-2026-DUP-0018,Uttar Pradesh,Lucknow,Lucknow Constituency 6,Rohit Mehta,Waste Management Facility - Phase II,Sanitation,1793279.98,1521911.25,1237691.82,Completed,2021-07-21,2021-09-03,2021-12-06,State Water Resources Department,Reliable Infra Solutions,26.607974,80.687082,12781.0,SIMILAR_DUPLICATE
MPLAD-2026-00562,Maharashtra,Aurangabad,Aurangabad Constituency 7,Kavita Joshi,Construction of School Laboratory,Education,1645000.0,1268607.1,1935650.31,Completed,2022-08-28,2022-11-07,2023-05-18,State Public Works Department,Vardhan Construction,17.383952,78.487005,7722.0,EXPENDITURE_OVER_SANCTION
MPLAD-2026-00081,Uttar Pradesh,Varanasi,Varanasi Constituency 7,Meena Patel,Pipeline Extension for Drinking Water,Drinking Water,2420000.0,2217390.26,1412811.34,Completed,2021-11-09,2022-01-23,2022-04-10,District Rural Development Agency,Bharat Construction Co,26.408093,81.300388,7175.0,NORMAL
MPLAD-2026-00206,Gujarat,Surat,Surat Constituency 3,Amit Kumar,Installation of Street Lighting,Electricity,1548000.0,1295065.97,1126431.55,Completed,2021-01-20,2021-03-18,2021-05-17,Rural Development Department,Krishna Builders,23.342727,72.065311,1803.0,NORMAL
MPLAD-2026-00035,Maharashtra,Nagpur,Nagpur Constituency 5,Vijay Kumar,Construction of Community Hall,Community Infrastructure,1123000.0,907176.66,722997.03,Completed,2024-12-17,2025-01-28,2025-04-14,State Water Resources Department,Unity Infrastructure,19.238736,72.587396,6912.0,NORMAL
MPLAD-2026-00776,Rajasthan,Kota,Kota Constituency 5,Rajesh Sharma,Construction of School Laboratory,Education,3792000.0,2954406.58,1852001.03,Completed,2021-06-11,2021-07-24,2021-10-11,Urban Local Body,Saksham Projects,26.867331,75.695647,4623.0,NORMAL
MPLAD-2026-00509,Andhra Pradesh,Guntur,Guntur Constituency 7,Kavita Joshi,Construction of Community Hall,Community Infrastructure,1705000.0,1555088.0,1391135.53,Delayed,2021-08-28,2021-11-14,2022-06-21,State Water Resources Department,Unity Infrastructure,16.206862,80.382251,11528.0,NORMAL
MPLAD-2026-00428,Rajasthan,Jodhpur,Jodhpur Constituency 4,Vijay Kumar,Electricity Infrastructure Improvement,Electricity,12095406.89,,9000682.2,Delayed,2024-03-20,2024-04-04,2024-09-17,State Water Resources Department,Shree Infrastructure Pvt Ltd,27.551627,75.530464,12117.0,EXTREME_COST
MPLAD-2026-00455,Telangana,Hyderabad,Hyderabad Constituency 4,Kavita Joshi,Renovation of Health Sub Centre,Healthcare,3518000.0,2664233.39,1392803.91,Completed,2025-03-09,2025-04-28,2025-11-22,Zilla Parishad,National Projects Ltd,17.675468,79.460165,8372.0,NORMAL
MPLAD-2026-00367,Gujarat,Ahmedabad,Ahmedabad Constituency 3,Sunita Das,Canal Improvement Works,Irrigation,2269000.0,1885233.21,871837.52,Delayed,2023-07-19,2023-10-17,2024-02-05,Rural Development Department,Bharat Construction Co,23.206214,71.805237,5409.0,NORMAL
MPLAD-2026-00092,Odisha,Ganjam,Ganjam Constituency 6,Rohit Mehta,Village Community Centre,Community Infrastructure,2479000.0,2149863.84,1646134.75,Completed,2025-06-19,2025-08-08,2026-03-07,District Rural Development Agency,Saksham Projects,19.814198,86.041613,5185.0,NORMAL
MPLAD-2026-00340,Tamil Nadu,Chennai,Chennai Constituency 1,Naveen Singh,Construction of Community Health Facility,Healthcare,4678000.0,4481614.87,3065557.1,Completed,2024-08-01,2024-08-23,INVALID_DATE,District Administration,Unity Infrastructure,13.503755,80.8429,13568.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00898,West Bengal,Kolkata,Kolkata Constituency 6,Vijay Kumar,Canal Improvement Works,Irrigation,1924000.0,1590106.71,1442362.99,Completed,2021-07-05,2021-09-09,2022-01-27,Municipal Corporation,Greenfield Contractors,22.668538,88.025514,12495.0,NORMAL
MPLAD-2026-00565,Maharashtra,Nagpur,Nagpur Constituency 3,Rohit Mehta,Construction of Indoor Sports Hall,Sports Infrastructure,538000.0,443779.27,382162.48,Completed,2025-05-23,2025-07-28,2026-01-07,State Public Works Department,Unity Infrastructure,19.047138,73.025643,7833.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00346,Andhra Pradesh,Visakhapatnam,Visakhapatnam Constituency 6,Suresh Reddy,Construction of School Laboratory,Education,2152000.0,1927199.77,1091753.03,Completed,2022-09-08,2022-10-04,2023-04-28,Zilla Parishad,Dakshin Projects,16.337565,81.121698,12130.0,NORMAL
MPLAD-2026-00777,West Bengal,Kolkata,Kolkata Constituency 6,Naveen Singh,Road Widening and Improvement,Roads,952000.0,881814.68,626660.19,Completed,2022-01-25,2022-04-21,2022-12-06,State Public Works Department,Unity Infrastructure,17.388601,78.489178,10495.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00242,Telangana,Karimnagar,Karimnagar Constituency 2,Vijay Kumar,Waste Management Facility,Sanitation,4377000.0,3568510.0,2874602.12,Completed,2024-08-27,2024-10-19,2025-02-04,Zilla Parishad,Metro Civil Contractors,16.662099,78.578259,14840.0,NORMAL
MPLAD-2026-00014,Rajasthan,Jodhpur,Jodhpur Constituency 2,Rajesh Sharma,Solar Lighting Installation,Electricity,2406000.0,2085415.34,1698649.88,Completed,2024-10-11,2024-11-07,2025-01-21,District Rural Development Agency,Unity Infrastructure,26.394453,75.956364,4173.0,NORMAL
MPLAD-2026-00316,Maharashtra,Nagpur,Nagpur Constituency 7,Rohit Mehta,Electricity Infrastructure Improvement,Electricity,1156000.0,1144193.75,128142.16,Ongoing,2021-01-20,2021-02-26,2021-08-12,Urban Local Body,Dakshin Projects,18.314391,73.565998,12966.0,UNDER_UTILIZATION
MPLAD-2026-00601,Rajasthan,Jodhpur,Jodhpur Constituency 1,Manoj Yadav,Construction of Community Hall,Community Infrastructure,3352000.0,3245938.1,3034299.0,Completed,2025-02-15,2025-04-12,2025-12-01,State Water Resources Department,Vardhan Construction,26.968751,75.594068,6656.0,NORMAL
MPLAD-2026-00388,Tamil Nadu,Coimbatore,Coimbatore Constituency 3,Rohit Mehta,Village Irrigation Infrastructure,Irrigation,4608000.0,3907672.61,3125385.12,Completed,2024-09-24,2024-11-20,2025-04-12,District Rural Development Agency,Shree Infrastructure Pvt Ltd,13.362514,79.564099,7887.0,NORMAL
MPLAD-2026-00274,Maharashtra,Nagpur,Nagpur Constituency 3,Kavita Joshi,Construction of Community Toilet,Sanitation,1988000.0,1843715.58,972380.85,Completed,2021-11-11,2022-01-06,2022-08-06,Rural Development Department,Dakshin Projects,17.384721,78.4858,8137.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00167,Telangana,Nalgonda,Nalgonda Constituency 2,Kavita Joshi,Village Irrigation Infrastructure,Irrigation,4387000.0,3303784.57,2170272.72,Delayed,2025-05-15,2025-06-09,2025-12-29,Municipal Corporation,Apex Civil Works,17.419112,78.181977,11328.0,NORMAL
MPLAD-2026-00841,West Bengal,Howrah,Howrah Constituency 6,Suresh Reddy,Construction of Community Toilet,Sanitation,4525000.0,3627926.98,2469130.08,Completed,2022-05-17,2022-07-27,2022-11-25,District Rural Development Agency,Unity Infrastructure,22.754279,88.353012,13267.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-DUP-0008,West Bengal,Murshidabad,Murshidabad Constituency 5,Deepak Gupta,Construction of Community Hall - Phase II,Community Infrastructure,4893849.91,3502069.57,2621991.09,Delayed,2021-09-01,2021-11-04,2024-01-27,State Water Resources Department,Krishna Builders,22.321085,88.533645,7631.0,SIMILAR_DUPLICATE
MPLAD-2026-00647,Tamil Nadu,Madurai,Madurai Constituency 5,Deepak Gupta,Construction of Overhead Water Tank,Drinking Water,1508000.0,1332154.3,793859.59,Delayed,2024-08-02,2024-09-04,2025-01-13,State Public Works Department,Sunrise Engineering,13.079968,80.648021,10625.0,NORMAL
MPLAD-2026-00819,Tamil Nadu,Coimbatore,Coimbatore Constituency 6,Amit Kumar,Renovation of Public Building,Public Facilities,2051000.0,,1411964.67,Completed,2024-12-02,2025-01-13,2025-07-12,State Water Resources Department,Eastern Infrastructure,12.652895,80.46132,11670.0,DATA_QUALITY
MPLAD-2026-00485,Rajasthan,Jodhpur,Jodhpur Constituency 1,Amit Kumar,Development of Community Sports Facility,Sports Infrastructure,4581000.0,4551369.6,2499307.7,Completed,2024-12-07,2025-01-12,2025-03-25,Rural Development Department,Krishna Builders,26.894329,75.143451,2545.0,NORMAL
MPLAD-2026-DUP-0020,Uttar Pradesh,Varanasi,Varanasi Constituency 7,Rohit Mehta,Installation of Drinking Water Supply System - Phase II,Drinking Water,1283479.77,977382.26,616228.25,Completed,2022-08-20,2022-10-08,2023-05-10,State Water Resources Department,Sunrise Engineering,26.266218,80.363415,12895.0,SIMILAR_DUPLICATE
MPLAD-2026-00505,Rajasthan,Kota,Kota Constituency 5,Kavita Joshi,Village Irrigation Infrastructure,Irrigation,3608000.0,3574753.73,2815301.39,Completed,2022-09-12,2022-10-08,2023-01-08,District Rural Development Agency,Apex Civil Works,27.384699,75.546444,13468.0,NORMAL
MPLAD-2026-00832,Karnataka,Belagavi,Belagavi Constituency 5,Arun Rao,Village Irrigation Infrastructure,Irrigation,937000.0,755415.2,607734.74,Completed,2022-03-29,2022-04-21,2022-11-23,State Water Resources Department,Reliable Infra Solutions,12.016765,77.32108,9732.0,NORMAL
MPLAD-2026-00244,Tamil Nadu,Salem,Salem Constituency 6,Deepak Gupta,Village Sanitation Infrastructure,Sanitation,4283000.0,4150756.79,2243766.0,Completed,2021-07-19,2021-10-02,2022-01-02,Municipal Corporation,Reliable Infra Solutions,12.791742,79.784003,11236.0,NORMAL
